Variable,Feature_Importance
Average_Tariff,0.12327772906281484
cases_weekly,0.10988116767334523
deaths_weekly,0.10025595396567151
HS_Group_Name_Finished Goods,0.10021359078406504
Price,0.06501608889364625
HS_Group_Name_Raw Input,0.057370532527277064
Container_LCL/FCL_LCL,0.048751147282751074
US_Unemployment_Rate,0.02769531940441571
us_company_size_large,0.023349259221556038
HS_Mixed,0.020324324447431204
Trade_Direction_Import,0.020069834105730613
Container_Type_Dry,0.01990837330027672
us_company_size_medium,0.016862501776716124
foreign_company_size_large,0.01647142997907178
US_Port_Coastal_Region_Southeast,0.016048193983504894
carrier_size_large,0.014468443126013577
us_company_size_small,0.01373586640438108
US_Port_Coastal_Region_Northwest,0.013033053250293287
US_Port_Coastal_Region_Northeast,0.0128343801475571
US_Port_Coastal_Region_Southwest,0.012459209303911164
foreign_company_size_medium,0.009413638688835269
Foreign_Company_Country_Continent_Unknown,0.00936847244711504
foreign_company_size_unknown,0.009322119259760193
us_company_size_micro,0.008398402809498164
Container_Type_Refrigerated,0.00833559779560086
foreign_company_size_small,0.007147084208680426
Foreign_Country_Region_Southeast Asia,0.006825921528024816
Currency_CNY,0.006173013076756537
Foreign_Country_Region_South Asia,0.006024614225940268
foreign_company_size_micro,0.005915481823185781
carrier_size_medium,0.005723792100558789
US_Port_Coastal_Region_Other,0.005547499737890653
HS_Group_Name_Edible with Processing,0.005426875692376932
Foreign_Company_Country_Continent_North America,0.004764867036577033
HS_Group_Name_Vices,0.0046940742051264535
us_company_size_unknown,0.00457765107948856
HS_Group_Name_Pharma,0.003877762551841248
Currency_THB,0.00314232732170697
Foreign_Company_Country_Continent_Asia,0.0029093349342550656
Currency_HK,0.0028918853476128862
Foreign_Company_Country_Continent_Europe,0.0027678360474768424
Currency_TWD,0.0027252264700452808
Currency_MXN,0.002463501217103113
Currency_KRW,0.002248814202476687
Currency_JPY,0.002227238848142603
Currency_BRL,0.002178516431081429
Foreign_Company_Country_Continent_South America,0.0021742387302759307
Foreign_Country_Region_Other East Asia (not China),0.002127531085988574
Currency_HNL,0.001984572983469742
Currency_EUR,0.0019292844784765475
Free_Trade_Agreement_with_US_True,0.0018661470652127999
Foreign_Country_Region_Middle East & North Africa,0.0014185782285064982
Currency_GTQ,0.0012289916129885445
Currency_GBP,0.001213550973671875
Foreign_Country_Continent_Asia,0.001184976318500985
carrier_size_small,0.0011409989308090308
Foreign_Country_Continent_South America,0.0011389262559453907
Currency_ARS,0.001084125330484376
Foreign_Country_Region_South America,0.0010716335791390722
Currency_SAR,0.00097073083767287
Currency_MYR,0.0008998239726056766
Currency_PHP,0.0008713906804622874
Currency_TRY,0.0008127534503024363
Currency_CAD,0.0006775974984219323
Currency_INR,0.0006704452698336602
Foreign_Country_Region_Other Europe (not European Union),0.0006388776710144246
Currency_AUD,0.0006243664848538196
Currency_RUB,0.0005103795314474707
Currency_CLD,0.0005048462606774137
Currency_SGB,0.00047516535282082973
Currency_IDR,0.00044704969154938057
Currency_DOP,0.0004421719151643336
Currency_PEN,0.0003886593632274455
Foreign_Country_Region_North America,0.00038474776127446643
Foreign_Country_Region_European Union,0.00037471733639349303
European_Union_True,0.0003702039953124768
Foreign_Country_Continent_North America,0.0003528452241569822
Currency_ZAR,0.00035249983837416945
Foreign_Country_Region_Sub Saharan Africa,0.0003466773664372024
Foreign_Country_Continent_Europe,0.0003465559523491135
Currency_COP,0.0003215530917304447
Foreign_Company_Country_Continent_Oceania,0.0003064166080424987
Currency_NZD,0.0002566153597405696
Currency_PKR,0.0001767692454340679
carrier_size_micro,0.000176629774028288
US_Port_Coastal_Region_NOT DECLARED,0.00017556313827481334
Foreign_Country_Region_Oceania,0.0001677293952355789
Foreign_Country_Continent_Oceania,0.000166790345258968
Currency_CHF,0.00010792428684538878
