Country,Tariff_Year,HS_Family,Average_Tariff,Free_Trade_Agreement_with_US,European_Union
Egypt,2018,10,1.54,No,No
Egypt,2018,11,4.41,No,No
Egypt,2018,14,3.80,No,No
Egypt,2018,15,4.59,No,No
Egypt,2018,16,27.26,No,No
Egypt,2018,17,17.25,No,No
Egypt,2018,18,14.91,No,No
Egypt,2018,19,33.05,No,No
Egypt,2018,20,39.09,No,No
Egypt,2018,22,"1,726.00",No,No
Egypt,2018,24,20.00,No,No
Egypt,2018,30,2.51,No,No
Egypt,2018,40,6.42,No,No
Egypt,2018,47,2.00,No,No
Egypt,2018,72,3.61,No,No
Egypt,2018,73,16.20,No,No
Egypt,2018,87,20.20,No,No
Egypt,2018,94,40.23,No,No
Egypt,2018,95,16.45,No,No
Egypt,2017,02,19.32,No,No
Egypt,2017,07,5.16,No,No
Egypt,2017,08,22.65,No,No
Egypt,2017,09,2.72,No,No
Egypt,2017,10,1.54,No,No
Egypt,2017,11,4.41,No,No
Egypt,2017,14,3.80,No,No
Egypt,2017,15,4.59,No,No
Egypt,2017,16,27.26,No,No
Egypt,2017,17,17.25,No,No
Egypt,2017,18,14.91,No,No
Egypt,2017,19,33.05,No,No
Egypt,2017,20,39.09,No,No
Egypt,2017,22,"1,726.00",No,No
Egypt,2017,24,20.00,No,No
Egypt,2017,30,2.54,No,No
Egypt,2017,40,6.42,No,No
Egypt,2017,47,2.00,No,No
Egypt,2017,72,3.61,No,No
Egypt,2017,73,16.19,No,No
Egypt,2017,87,20.14,No,No
Egypt,2017,94,40.23,No,No
Egypt,2017,95,16.45,No,No
Egypt,2016,02,19.32,No,No
Egypt,2016,07,5.16,No,No
Egypt,2016,08,18.64,No,No
Egypt,2016,09,2.72,No,No
Egypt,2016,10,1.54,No,No
Egypt,2016,11,4.41,No,No
Egypt,2016,14,3.80,No,No
Egypt,2016,15,4.57,No,No
Egypt,2016,16,27.26,No,No
Egypt,2016,17,14.61,No,No
Egypt,2016,18,7.64,No,No
Egypt,2016,19,25.16,No,No
Egypt,2016,20,19.04,No,No
Egypt,2016,22,"1,726.00",No,No
Egypt,2016,24,20.00,No,No
Egypt,2016,30,2.54,No,No
Egypt,2016,40,6.42,No,No
Egypt,2016,47,2.00,No,No
Egypt,2016,72,3.61,No,No
Egypt,2016,73,14.25,No,No
Egypt,2016,87,19.13,No,No
Egypt,2016,94,30.54,No,No
Egypt,2016,95,13.98,No,No
Egypt,2015,02,19.32,No,No
Egypt,2015,07,5.16,No,No
Egypt,2015,08,14.55,No,No
Egypt,2015,09,2.72,No,No
Egypt,2015,10,1.54,No,No
Egypt,2015,11,4.41,No,No
Egypt,2015,14,3.80,No,No
Egypt,2015,15,4.57,No,No
Egypt,2015,16,27.26,No,No
Egypt,2015,17,10.45,No,No
Egypt,2015,18,7.64,No,No
Egypt,2015,19,25.16,No,No
Egypt,2015,20,19.04,No,No
Egypt,2015,22,"1,726.00",No,No
Egypt,2015,24,20.00,No,No
Egypt,2015,30,2.54,No,No
Egypt,2015,40,6.19,No,No
Egypt,2015,47,2.00,No,No
Egypt,2015,72,3.61,No,No
Egypt,2015,73,13.31,No,No
Egypt,2015,87,19.13,No,No
Egypt,2015,94,23.53,No,No
Egypt,2015,95,13.66,No,No
Egypt,2014,02,19.32,No,No
Egypt,2014,07,5.16,No,No
Egypt,2014,08,14.55,No,No
Egypt,2014,09,2.72,No,No
Egypt,2014,10,1.54,No,No
Egypt,2014,11,4.41,No,No
Egypt,2014,14,3.80,No,No
Egypt,2014,15,4.57,No,No
Egypt,2014,16,27.26,No,No
Egypt,2014,17,10.45,No,No
Egypt,2014,18,7.64,No,No
Egypt,2014,19,25.16,No,No
Egypt,2014,20,19.04,No,No
Egypt,2014,22,"1,726.00",No,No
Egypt,2014,24,20.00,No,No
Egypt,2014,30,3.22,No,No
Egypt,2014,40,6.19,No,No
Egypt,2014,47,2.00,No,No
Egypt,2014,72,3.61,No,No
Egypt,2014,73,13.32,No,No
Egypt,2014,87,19.17,No,No
Egypt,2014,94,23.53,No,No
Egypt,2014,95,13.68,No,No
Egypt,2013,02,19.32,No,No
Egypt,2013,07,5.16,No,No
Egypt,2013,08,9.62,No,No
Egypt,2013,09,2.72,No,No
Egypt,2013,10,1.54,No,No
Egypt,2013,11,4.41,No,No
Egypt,2013,14,2.00,No,No
Egypt,2013,15,4.57,No,No
Egypt,2013,16,25.79,No,No
Egypt,2013,17,9.27,No,No
Egypt,2013,18,7.64,No,No
Egypt,2013,19,25.16,No,No
Egypt,2013,20,19.04,No,No
Egypt,2013,22,"1,726.00",No,No
Egypt,2013,24,20.00,No,No
Egypt,2013,30,3.22,No,No
Egypt,2013,40,6.19,No,No
Egypt,2013,47,2.00,No,No
Egypt,2013,72,3.61,No,No
Egypt,2013,73,13.36,No,No
Egypt,2013,87,18.24,No,No
Egypt,2013,94,23.53,No,No
Egypt,2013,95,11.74,No,No
Egypt,2012,02,18.43,No,No
Egypt,2012,07,5.34,No,No
Egypt,2012,08,8.09,No,No
Egypt,2012,09,2.90,No,No
Egypt,2012,10,1.56,No,No
Egypt,2012,11,4.32,No,No
Egypt,2012,14,2.00,No,No
Egypt,2012,15,4.32,No,No
Egypt,2012,16,17.02,No,No
Egypt,2012,17,9.73,No,No
Egypt,2012,18,7.64,No,No
Egypt,2012,19,25.16,No,No
Egypt,2012,20,19.02,No,No
Egypt,2012,22,"1,726.00",No,No
Egypt,2012,24,20.00,No,No
Egypt,2012,30,3.28,No,No
Egypt,2012,40,6.31,No,No
Egypt,2012,47,2.00,No,No
Egypt,2012,72,3.61,No,No
Egypt,2012,73,13.28,No,No
Egypt,2012,87,18.04,No,No
Egypt,2012,94,24.22,No,No
Egypt,2012,95,11.10,No,No
Egypt,2011,02,18.33,No,No
Egypt,2011,07,5.34,No,No
Egypt,2011,08,8.09,No,No
Egypt,2011,09,2.90,No,No
Egypt,2011,10,1.56,No,No
Egypt,2011,11,4.32,No,No
Egypt,2011,14,2.00,No,No
Egypt,2011,15,4.32,No,No
Egypt,2011,16,17.02,No,No
Egypt,2011,17,9.73,No,No
Egypt,2011,18,7.64,No,No
Egypt,2011,19,25.16,No,No
Egypt,2011,20,19.02,No,No
Egypt,2011,22,"1,726.00",No,No
Egypt,2011,24,20.00,No,No
Egypt,2011,30,3.28,No,No
Egypt,2011,40,6.31,No,No
Egypt,2011,47,2.00,No,No
Egypt,2011,72,3.61,No,No
Egypt,2011,73,13.28,No,No
Egypt,2011,87,18.03,No,No
Egypt,2011,94,24.22,No,No
Egypt,2011,95,11.10,No,No
Egypt,2010,02,18.33,No,No
Egypt,2010,07,5.34,No,No
Egypt,2010,08,8.09,No,No
Egypt,2010,09,2.90,No,No
Egypt,2010,10,1.56,No,No
Egypt,2010,11,4.32,No,No
Egypt,2010,14,2.00,No,No
Egypt,2010,15,4.32,No,No
Egypt,2010,16,17.02,No,No
Egypt,2010,17,9.73,No,No
Egypt,2010,18,7.64,No,No
Egypt,2010,19,25.16,No,No
Egypt,2010,20,19.02,No,No
Egypt,2010,22,"1,726.00",No,No
Egypt,2010,24,20.00,No,No
Egypt,2010,30,3.28,No,No
Egypt,2010,40,6.31,No,No
Egypt,2010,47,2.00,No,No
Egypt,2010,72,3.61,No,No
Egypt,2010,73,13.28,No,No
Egypt,2010,87,18.03,No,No
Egypt,2010,94,24.22,No,No
Egypt,2010,95,11.10,No,No
Ecuador,2020,02,37.64,No,No
Ecuador,2020,07,20.24,No,No
Ecuador,2020,08,22.96,No,No
Ecuador,2020,09,15.16,No,No
Ecuador,2020,10,11.41,No,No
Ecuador,2020,11,23.04,No,No
Ecuador,2020,14,7.33,No,No
Ecuador,2020,15,15.44,No,No
Ecuador,2020,16,29.76,No,No
Ecuador,2020,17,12.68,No,No
Ecuador,2020,18,22.61,No,No
Ecuador,2020,19,24.91,No,No
Ecuador,2020,20,27.34,No,No
Ecuador,2020,22,25.15,No,No
Ecuador,2020,24,27.50,No,No
Ecuador,2020,30,4.35,No,No
Ecuador,2020,40,7.74,No,No
Ecuador,2020,47,2.14,No,No
Ecuador,2020,72,5.38,No,No
Ecuador,2020,73,19.82,No,No
Ecuador,2020,87,13.56,No,No
Ecuador,2020,94,27.42,No,No
Ecuador,2020,95,27.98,No,No
Ecuador,2019,02,37.64,No,No
Ecuador,2019,07,20.24,No,No
Ecuador,2019,08,22.96,No,No
Ecuador,2019,09,15.16,No,No
Ecuador,2019,10,11.41,No,No
Ecuador,2019,11,23.04,No,No
Ecuador,2019,14,7.33,No,No
Ecuador,2019,15,15.44,No,No
Ecuador,2019,16,29.76,No,No
Ecuador,2019,17,12.68,No,No
Ecuador,2019,18,22.61,No,No
Ecuador,2019,19,24.91,No,No
Ecuador,2019,20,27.34,No,No
Ecuador,2019,22,25.15,No,No
Ecuador,2019,24,27.50,No,No
Ecuador,2019,30,4.35,No,No
Ecuador,2019,40,7.74,No,No
Ecuador,2019,47,2.14,No,No
Ecuador,2019,72,5.38,No,No
Ecuador,2019,73,19.82,No,No
Ecuador,2019,87,13.56,No,No
Ecuador,2019,94,27.42,No,No
Ecuador,2019,95,27.98,No,No
Ecuador,2018,02,37.64,No,No
Ecuador,2018,07,20.24,No,No
Ecuador,2018,08,22.96,No,No
Ecuador,2018,09,15.16,No,No
Ecuador,2018,10,11.41,No,No
Ecuador,2018,11,23.04,No,No
Ecuador,2018,14,7.33,No,No
Ecuador,2018,15,15.44,No,No
Ecuador,2018,16,29.76,No,No
Ecuador,2018,17,12.68,No,No
Ecuador,2018,18,22.61,No,No
Ecuador,2018,19,24.91,No,No
Ecuador,2018,20,27.34,No,No
Ecuador,2018,22,25.15,No,No
Ecuador,2018,24,27.50,No,No
Ecuador,2018,30,4.35,No,No
Ecuador,2018,40,7.74,No,No
Ecuador,2018,47,2.14,No,No
Ecuador,2018,72,5.38,No,No
Ecuador,2018,73,19.82,No,No
Ecuador,2018,87,13.56,No,No
Ecuador,2018,94,27.42,No,No
Ecuador,2018,95,27.98,No,No
Ecuador,2017,02,37.64,No,No
Ecuador,2017,07,20.24,No,No
Ecuador,2017,08,22.90,No,No
Ecuador,2017,09,15.16,No,No
Ecuador,2017,10,12.05,No,No
Ecuador,2017,11,24.52,No,No
Ecuador,2017,14,7.33,No,No
Ecuador,2017,15,15.44,No,No
Ecuador,2017,16,29.76,No,No
Ecuador,2017,17,12.68,No,No
Ecuador,2017,18,22.61,No,No
Ecuador,2017,19,24.91,No,No
Ecuador,2017,20,27.34,No,No
Ecuador,2017,22,25.00,No,No
Ecuador,2017,24,27.50,No,No
Ecuador,2017,30,4.88,No,No
Ecuador,2017,40,7.46,No,No
Ecuador,2017,47,2.14,No,No
Ecuador,2017,72,5.38,No,No
Ecuador,2017,73,19.82,No,No
Ecuador,2017,87,14.56,No,No
Ecuador,2017,94,27.35,No,No
Ecuador,2017,95,27.98,No,No
Ecuador,2016,02,37.58,No,No
Ecuador,2016,07,20.24,No,No
Ecuador,2016,08,22.90,No,No
Ecuador,2016,09,15.13,No,No
Ecuador,2016,10,11.89,No,No
Ecuador,2016,11,24.52,No,No
Ecuador,2016,14,7.33,No,No
Ecuador,2016,15,15.64,No,No
Ecuador,2016,16,29.76,No,No
Ecuador,2016,17,12.68,No,No
Ecuador,2016,18,22.58,No,No
Ecuador,2016,19,24.91,No,No
Ecuador,2016,20,27.34,No,No
Ecuador,2016,22,25.00,No,No
Ecuador,2016,24,27.50,No,No
Ecuador,2016,30,4.88,No,No
Ecuador,2016,40,7.59,No,No
Ecuador,2016,47,2.14,No,No
Ecuador,2016,72,5.04,No,No
Ecuador,2016,73,16.39,No,No
Ecuador,2016,87,14.81,No,No
Ecuador,2016,94,27.35,No,No
Ecuador,2016,95,28.23,No,No
Ecuador,2015,02,37.58,No,No
Ecuador,2015,07,20.24,No,No
Ecuador,2015,08,22.90,No,No
Ecuador,2015,09,15.13,No,No
Ecuador,2015,10,11.89,No,No
Ecuador,2015,11,24.52,No,No
Ecuador,2015,14,7.33,No,No
Ecuador,2015,15,15.64,No,No
Ecuador,2015,16,29.76,No,No
Ecuador,2015,17,12.68,No,No
Ecuador,2015,18,22.58,No,No
Ecuador,2015,19,24.91,No,No
Ecuador,2015,20,27.34,No,No
Ecuador,2015,22,24.11,No,No
Ecuador,2015,24,27.50,No,No
Ecuador,2015,30,4.88,No,No
Ecuador,2015,40,7.12,No,No
Ecuador,2015,47,2.14,No,No
Ecuador,2015,72,4.87,No,No
Ecuador,2015,73,16.39,No,No
Ecuador,2015,87,14.64,No,No
Ecuador,2015,94,27.35,No,No
Ecuador,2015,95,28.06,No,No
Ecuador,2014,02,37.64,No,No
Ecuador,2014,07,20.24,No,No
Ecuador,2014,08,22.90,No,No
Ecuador,2014,09,15.13,No,No
Ecuador,2014,10,11.89,No,No
Ecuador,2014,11,24.52,No,No
Ecuador,2014,14,7.33,No,No
Ecuador,2014,15,15.67,No,No
Ecuador,2014,16,29.76,No,No
Ecuador,2014,17,12.68,No,No
Ecuador,2014,18,22.58,No,No
Ecuador,2014,19,24.91,No,No
Ecuador,2014,20,27.34,No,No
Ecuador,2014,22,24.11,No,No
Ecuador,2014,24,27.50,No,No
Ecuador,2014,30,4.88,No,No
Ecuador,2014,40,7.12,No,No
Ecuador,2014,47,2.14,No,No
Ecuador,2014,72,4.87,No,No
Ecuador,2014,73,16.39,No,No
Ecuador,2014,87,14.63,No,No
Ecuador,2014,94,27.35,No,No
Ecuador,2014,95,28.06,No,No
Ecuador,2013,02,37.64,No,No
Ecuador,2013,07,20.24,No,No
Ecuador,2013,08,22.90,No,No
Ecuador,2013,09,15.13,No,No
Ecuador,2013,10,11.89,No,No
Ecuador,2013,11,24.52,No,No
Ecuador,2013,14,7.33,No,No
Ecuador,2013,15,15.67,No,No
Ecuador,2013,16,29.76,No,No
Ecuador,2013,17,12.68,No,No
Ecuador,2013,18,22.58,No,No
Ecuador,2013,19,24.91,No,No
Ecuador,2013,20,27.34,No,No
Ecuador,2013,22,24.11,No,No
Ecuador,2013,24,27.50,No,No
Ecuador,2013,30,4.88,No,No
Ecuador,2013,40,7.12,No,No
Ecuador,2013,47,2.14,No,No
Ecuador,2013,72,2.62,No,No
Ecuador,2013,73,14.34,No,No
Ecuador,2013,87,13.28,No,No
Ecuador,2013,94,27.22,No,No
Ecuador,2013,95,28.06,No,No
Ecuador,2012,02,35.71,No,No
Ecuador,2012,07,20.78,No,No
Ecuador,2012,08,22.68,No,No
Ecuador,2012,09,16.34,No,No
Ecuador,2012,10,15.72,No,No
Ecuador,2012,11,21.79,No,No
Ecuador,2012,14,7.60,No,No
Ecuador,2012,15,16.19,No,No
Ecuador,2012,16,29.62,No,No
Ecuador,2012,17,12.06,No,No
Ecuador,2012,18,22.45,No,No
Ecuador,2012,19,24.39,No,No
Ecuador,2012,20,27.31,No,No
Ecuador,2012,22,21.16,No,No
Ecuador,2012,24,25.00,No,No
Ecuador,2012,30,4.01,No,No
Ecuador,2012,40,6.22,No,No
Ecuador,2012,47,2.14,No,No
Ecuador,2012,72,2.62,No,No
Ecuador,2012,73,14.11,No,No
Ecuador,2012,87,10.40,No,No
Ecuador,2012,94,24.21,No,No
Ecuador,2012,95,28.06,No,No
Ecuador,2011,02,35.66,No,No
Ecuador,2011,07,20.78,No,No
Ecuador,2011,08,22.60,No,No
Ecuador,2011,09,16.29,No,No
Ecuador,2011,10,14.51,No,No
Ecuador,2011,11,21.43,No,No
Ecuador,2011,14,7.33,No,No
Ecuador,2011,15,16.17,No,No
Ecuador,2011,16,29.62,No,No
Ecuador,2011,17,12.06,No,No
Ecuador,2011,18,22.58,No,No
Ecuador,2011,19,24.39,No,No
Ecuador,2011,20,27.29,No,No
Ecuador,2011,22,21.39,No,No
Ecuador,2011,24,25.00,No,No
Ecuador,2011,30,4.88,No,No
Ecuador,2011,40,6.60,No,No
Ecuador,2011,47,2.14,No,No
Ecuador,2011,72,2.60,No,No
Ecuador,2011,73,13.72,No,No
Ecuador,2011,87,9.99,No,No
Ecuador,2011,94,26.26,No,No
Ecuador,2011,95,28.06,No,No
Ecuador,2010,02,35.71,No,No
Ecuador,2010,07,20.78,No,No
Ecuador,2010,08,22.60,No,No
Ecuador,2010,09,16.29,No,No
Ecuador,2010,10,14.57,No,No
Ecuador,2010,11,21.79,No,No
Ecuador,2010,14,7.33,No,No
Ecuador,2010,15,16.45,No,No
Ecuador,2010,16,29.62,No,No
Ecuador,2010,17,12.06,No,No
Ecuador,2010,18,22.58,No,No
Ecuador,2010,19,24.39,No,No
Ecuador,2010,20,27.29,No,No
Ecuador,2010,22,21.39,No,No
Ecuador,2010,24,25.00,No,No
Ecuador,2010,30,4.88,No,No
Ecuador,2010,40,6.42,No,No
Ecuador,2010,47,2.14,No,No
Ecuador,2010,72,2.62,No,No
Ecuador,2010,73,14.01,No,No
Ecuador,2010,87,9.82,No,No
Ecuador,2010,94,26.26,No,No
Ecuador,2010,95,28.06,No,No
Colombia,2020,02,33.14,Yes,No
Colombia,2020,07,15.53,Yes,No
Colombia,2020,08,14.26,Yes,No
Colombia,2020,09,11.03,Yes,No
Colombia,2020,10,18.41,Yes,No
Colombia,2020,11,13.16,Yes,No
Colombia,2020,14,10.00,Yes,No
Colombia,2020,15,10.78,Yes,No
Colombia,2020,16,15.00,Yes,No
Colombia,2020,17,10.56,Yes,No
Colombia,2020,18,12.42,Yes,No
Colombia,2020,19,14.91,Yes,No
Colombia,2020,20,14.90,Yes,No
Colombia,2020,22,14.29,Yes,No
Colombia,2020,24,13.50,Yes,No
Colombia,2020,30,4.61,Yes,No
Colombia,2020,40,3.33,Yes,No
Colombia,2020,47,0.71,Yes,No
Colombia,2020,72,1.43,Yes,No
Colombia,2020,73,4.24,Yes,No
Colombia,2020,87,12.02,Yes,No
Colombia,2020,94,12.26,Yes,No
Colombia,2020,95,12.81,Yes,No
Colombia,2019,02,33.14,Yes,No
Colombia,2019,07,15.53,Yes,No
Colombia,2019,08,14.26,Yes,No
Colombia,2019,09,11.03,Yes,No
Colombia,2019,10,18.41,Yes,No
Colombia,2019,11,13.16,Yes,No
Colombia,2019,14,10.00,Yes,No
Colombia,2019,15,10.78,Yes,No
Colombia,2019,16,15.00,Yes,No
Colombia,2019,17,10.56,Yes,No
Colombia,2019,18,12.42,Yes,No
Colombia,2019,19,14.91,Yes,No
Colombia,2019,20,14.90,Yes,No
Colombia,2019,22,14.29,Yes,No
Colombia,2019,24,13.50,Yes,No
Colombia,2019,30,4.61,Yes,No
Colombia,2019,40,3.33,Yes,No
Colombia,2019,47,0.71,Yes,No
Colombia,2019,72,1.43,Yes,No
Colombia,2019,73,4.24,Yes,No
Colombia,2019,87,13.42,Yes,No
Colombia,2019,94,12.26,Yes,No
Colombia,2019,95,13.06,Yes,No
Colombia,2018,02,33.14,Yes,No
Colombia,2018,07,15.53,Yes,No
Colombia,2018,08,14.26,Yes,No
Colombia,2018,09,11.03,Yes,No
Colombia,2018,10,18.41,Yes,No
Colombia,2018,11,13.16,Yes,No
Colombia,2018,14,10.00,Yes,No
Colombia,2018,15,10.78,Yes,No
Colombia,2018,16,15.00,Yes,No
Colombia,2018,17,10.56,Yes,No
Colombia,2018,18,12.42,Yes,No
Colombia,2018,19,14.91,Yes,No
Colombia,2018,20,14.90,Yes,No
Colombia,2018,22,14.29,Yes,No
Colombia,2018,24,13.50,Yes,No
Colombia,2018,30,4.61,Yes,No
Colombia,2018,40,3.33,Yes,No
Colombia,2018,47,0.71,Yes,No
Colombia,2018,72,1.43,Yes,No
Colombia,2018,73,4.24,Yes,No
Colombia,2018,87,13.40,Yes,No
Colombia,2018,94,12.26,Yes,No
Colombia,2018,95,13.06,Yes,No
Colombia,2017,02,33.14,Yes,No
Colombia,2017,07,15.53,Yes,No
Colombia,2017,08,14.26,Yes,No
Colombia,2017,09,11.03,Yes,No
Colombia,2017,10,18.41,Yes,No
Colombia,2017,11,13.16,Yes,No
Colombia,2017,14,10.00,Yes,No
Colombia,2017,15,10.78,Yes,No
Colombia,2017,16,15.00,Yes,No
Colombia,2017,17,10.56,Yes,No
Colombia,2017,18,12.42,Yes,No
Colombia,2017,19,14.91,Yes,No
Colombia,2017,20,14.90,Yes,No
Colombia,2017,22,14.29,Yes,No
Colombia,2017,24,13.50,Yes,No
Colombia,2017,30,4.86,Yes,No
Colombia,2017,40,3.54,Yes,No
Colombia,2017,47,0.95,Yes,No
Colombia,2017,72,1.75,Yes,No
Colombia,2017,73,4.84,Yes,No
Colombia,2017,87,13.50,Yes,No
Colombia,2017,94,12.56,Yes,No
Colombia,2017,95,13.06,Yes,No
Colombia,2016,02,27.77,Yes,No
Colombia,2016,07,12.38,Yes,No
Colombia,2016,08,14.24,Yes,No
Colombia,2016,09,11.03,Yes,No
Colombia,2016,10,17.24,Yes,No
Colombia,2016,11,13.89,Yes,No
Colombia,2016,14,10.00,Yes,No
Colombia,2016,15,3.33,Yes,No
Colombia,2016,16,15.55,Yes,No
Colombia,2016,17,13.71,Yes,No
Colombia,2016,18,12.42,Yes,No
Colombia,2016,19,14.65,Yes,No
Colombia,2016,20,14.90,Yes,No
Colombia,2016,22,14.23,Yes,No
Colombia,2016,24,13.50,Yes,No
Colombia,2016,30,4.73,Yes,No
Colombia,2016,40,3.33,Yes,No
Colombia,2016,47,0.48,Yes,No
Colombia,2016,72,1.69,Yes,No
Colombia,2016,73,4.53,Yes,No
Colombia,2016,87,12.00,Yes,No
Colombia,2016,94,12.69,Yes,No
Colombia,2016,95,13.06,Yes,No
Colombia,2015,02,27.77,Yes,No
Colombia,2015,07,15.53,Yes,No
Colombia,2015,08,14.24,Yes,No
Colombia,2015,09,11.03,Yes,No
Colombia,2015,10,17.24,Yes,No
Colombia,2015,11,13.89,Yes,No
Colombia,2015,14,10.00,Yes,No
Colombia,2015,15,16.25,Yes,No
Colombia,2015,16,15.55,Yes,No
Colombia,2015,17,13.71,Yes,No
Colombia,2015,18,12.42,Yes,No
Colombia,2015,19,14.65,Yes,No
Colombia,2015,20,14.90,Yes,No
Colombia,2015,22,14.23,Yes,No
Colombia,2015,24,13.50,Yes,No
Colombia,2015,30,4.73,Yes,No
Colombia,2015,40,3.33,Yes,No
Colombia,2015,47,0.48,Yes,No
Colombia,2015,72,1.50,Yes,No
Colombia,2015,73,4.49,Yes,No
Colombia,2015,87,12.00,Yes,No
Colombia,2015,94,12.69,Yes,No
Colombia,2015,95,13.06,Yes,No
Colombia,2014,02,27.77,Yes,No
Colombia,2014,07,15.53,Yes,No
Colombia,2014,08,14.24,Yes,No
Colombia,2014,09,11.03,Yes,No
Colombia,2014,10,17.24,Yes,No
Colombia,2014,11,13.89,Yes,No
Colombia,2014,14,10.00,Yes,No
Colombia,2014,15,16.25,Yes,No
Colombia,2014,16,15.55,Yes,No
Colombia,2014,17,13.71,Yes,No
Colombia,2014,18,12.42,Yes,No
Colombia,2014,19,14.65,Yes,No
Colombia,2014,20,14.90,Yes,No
Colombia,2014,22,14.23,Yes,No
Colombia,2014,24,13.50,Yes,No
Colombia,2014,30,4.89,Yes,No
Colombia,2014,40,3.60,Yes,No
Colombia,2014,47,0.48,Yes,No
Colombia,2014,72,1.62,Yes,No
Colombia,2014,73,4.76,Yes,No
Colombia,2014,87,11.55,Yes,No
Colombia,2014,94,12.82,Yes,No
Colombia,2014,95,13.06,Yes,No
Colombia,2013,02,27.77,Yes,No
Colombia,2013,07,15.53,Yes,No
Colombia,2013,08,14.24,Yes,No
Colombia,2013,09,11.03,Yes,No
Colombia,2013,10,17.24,Yes,No
Colombia,2013,11,13.89,Yes,No
Colombia,2013,14,10.00,Yes,No
Colombia,2013,15,16.25,Yes,No
Colombia,2013,16,15.55,Yes,No
Colombia,2013,17,13.71,Yes,No
Colombia,2013,18,12.42,Yes,No
Colombia,2013,19,14.65,Yes,No
Colombia,2013,20,14.90,Yes,No
Colombia,2013,22,14.23,Yes,No
Colombia,2013,24,13.50,Yes,No
Colombia,2013,30,6.64,Yes,No
Colombia,2013,40,6.71,Yes,No
Colombia,2013,47,5.00,Yes,No
Colombia,2013,72,4.91,Yes,No
Colombia,2013,73,7.14,Yes,No
Colombia,2013,87,14.04,Yes,No
Colombia,2013,94,13.50,Yes,No
Colombia,2013,95,13.39,Yes,No
Colombia,2012,02,27.77,Yes,No
Colombia,2012,07,15.53,Yes,No
Colombia,2012,08,14.24,Yes,No
Colombia,2012,09,11.03,Yes,No
Colombia,2012,10,17.24,Yes,No
Colombia,2012,11,13.89,Yes,No
Colombia,2012,14,10.00,Yes,No
Colombia,2012,15,16.25,Yes,No
Colombia,2012,16,15.55,Yes,No
Colombia,2012,17,13.71,Yes,No
Colombia,2012,18,12.42,Yes,No
Colombia,2012,19,14.65,Yes,No
Colombia,2012,20,14.90,Yes,No
Colombia,2012,22,14.23,Yes,No
Colombia,2012,24,13.50,Yes,No
Colombia,2012,30,6.64,Yes,No
Colombia,2012,40,6.59,Yes,No
Colombia,2012,47,5.00,Yes,No
Colombia,2012,72,4.91,Yes,No
Colombia,2012,73,7.02,Yes,No
Colombia,2012,87,14.04,Yes,No
Colombia,2012,94,13.50,Yes,No
Colombia,2012,95,13.39,Yes,No
Colombia,2011,02,29.09,Yes,No
Colombia,2011,07,15.44,Yes,No
Colombia,2011,08,14.18,Yes,No
Colombia,2011,09,11.13,Yes,No
Colombia,2011,10,22.73,Yes,No
Colombia,2011,11,13.75,Yes,No
Colombia,2011,14,10.00,Yes,No
Colombia,2011,15,16.33,Yes,No
Colombia,2011,16,15.87,Yes,No
Colombia,2011,17,13.63,Yes,No
Colombia,2011,18,12.42,Yes,No
Colombia,2011,19,14.65,Yes,No
Colombia,2011,20,14.90,Yes,No
Colombia,2011,22,14.23,Yes,No
Colombia,2011,24,13.33,Yes,No
Colombia,2011,30,6.64,Yes,No
Colombia,2011,40,6.04,Yes,No
Colombia,2011,47,5.00,Yes,No
Colombia,2011,72,4.66,Yes,No
Colombia,2011,73,6.66,Yes,No
Colombia,2011,87,14.18,Yes,No
Colombia,2011,94,13.21,Yes,No
Colombia,2011,95,13.06,Yes,No
Colombia,2010,02,31.38,Yes,No
Colombia,2010,07,16.13,Yes,No
Colombia,2010,08,15.00,Yes,No
Colombia,2010,09,12.82,Yes,No
Colombia,2010,10,24.43,Yes,No
Colombia,2010,11,19.64,Yes,No
Colombia,2010,14,10.00,Yes,No
Colombia,2010,15,18.22,Yes,No
Colombia,2010,16,20.00,Yes,No
Colombia,2010,17,16.75,Yes,No
Colombia,2010,18,16.97,Yes,No
Colombia,2010,19,19.91,Yes,No
Colombia,2010,20,19.61,Yes,No
Colombia,2010,22,19.02,Yes,No
Colombia,2010,24,17.22,Yes,No
Colombia,2010,30,8.20,Yes,No
Colombia,2010,40,12.25,Yes,No
Colombia,2010,47,6.98,Yes,No
Colombia,2010,72,7.18,Yes,No
Colombia,2010,73,14.55,Yes,No
Colombia,2010,87,18.07,Yes,No
Colombia,2010,94,18.25,Yes,No
Colombia,2010,95,17.74,Yes,No
Taiwan,2020,02,22.40,No,No
Taiwan,2020,07,16.45,No,No
Taiwan,2020,08,26.80,No,No
Taiwan,2020,09,6.27,No,No
Taiwan,2020,10,2.68,No,No
Taiwan,2020,11,13.40,No,No
Taiwan,2020,14,1.33,No,No
Taiwan,2020,15,18.00,No,No
Taiwan,2020,16,21.15,No,No
Taiwan,2020,17,15.53,No,No
Taiwan,2020,18,4.67,No,No
Taiwan,2020,19,18.28,No,No
Taiwan,2020,20,20.59,No,No
Taiwan,2020,22,9.69,No,No
Taiwan,2020,24,16.95,No,No
Taiwan,2020,30,0.33,No,No
Taiwan,2020,40,6.06,No,No
Taiwan,2020,47,0.00,No,No
Taiwan,2020,72,0.00,No,No
Taiwan,2020,73,4.46,No,No
Taiwan,2020,87,11.27,No,No
