boosting_type,colsample_bytree,force_col_wise,learning_rate,max_depth,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
gbdt,0.9886763512336094,+,0.706295330561323,5,91.0,0.1344349374458899,0.3209741181375,0.957767747038393,13.277219507574744,280
gbdt,0.9726776199758262,+,0.6727949478823578,5,40.0,0.14192677483393434,0.47749568046439933,0.9929092900069707,13.28975456186138,260
gbdt,0.9523111167821959,+,0.6457593575094537,5,38.0,0.14088219980859787,0.3960142490428987,0.898355141069115,13.297048409252122,276
gbdt,0.994645612599183,+,0.5515291080263903,5,78.0,0.5492635886186791,0.41539376488388663,0.9666986560886761,13.298683392859376,239
gbdt,0.99999593693161,+,0.6968821573095217,5,95.0,0.2227243313320359,0.48572353963423365,0.9442925530701383,13.29896523304985,265
gbdt,0.9920297213440473,+,0.6654251101397537,5,45.0,0.6128816162705378,0.5411994098509687,0.8353473425228362,13.30083675501496,155
gbdt,0.9528437755066638,+,0.6790802982218579,5,37.0,0.5574957154740727,0.5461137449806764,0.833350281316773,13.302693379851654,153
gbdt,0.9738264924783289,+,0.690091566755354,5,37.0,0.9608450852104325,0.580009564889223,0.9278174800438463,13.305257112616347,249
gbdt,0.9662027272077297,+,0.6574235034149551,5,87.0,0.5785566159623862,0.42169877803448824,0.7341092195256423,13.30730224353003,146
gbdt,0.9991241690881236,+,0.7547292299748842,5,63.0,0.41912699810236026,0.47071716548609877,0.6219925110311217,13.307880172705389,97
gbdt,0.9745837678716158,+,0.586602812633367,5,45.0,0.3715558347433377,0.6317012184947666,0.9566015246454042,13.30792129177739,158
gbdt,0.9871188424062338,+,0.5909103756444201,5,40.0,0.07939427994330961,0.5751086916370938,0.9637491457566016,13.308233387406236,264
gbdt,0.9648543347759986,+,0.7569693578280674,5,70.0,0.7998837178093345,0.5354872136738962,0.9063432056956815,13.310521588644958,258
gbdt,0.9804529337933551,+,0.5866216626968714,5,92.0,0.2088893148519233,0.1586346956010178,0.9886384505897088,13.310933646043212,289
gbdt,0.960592149537569,+,0.6262213980938655,5,54.0,0.09820688001553164,0.4326066014573761,0.9749031459283751,13.313431451616625,296
gbdt,0.9550630526663324,+,0.6500441386922609,5,74.0,0.3349097533199308,0.19961792136618473,0.7682614276379504,13.31454690101621,224
gbdt,0.946391489213355,+,0.6220634541649561,5,97.0,0.4346196014790356,0.5476495581575607,0.8399187044579942,13.315585493610902,192
gbdt,0.9463628532818903,+,0.6291869831227311,5,38.0,0.27214286367290574,0.39501744759149293,0.9000519990330409,13.316130976478536,278
gbdt,0.9219012040832216,+,0.6525084648656704,5,31.0,0.6485565662014113,0.5189271659498393,0.7395532831842597,13.3205413688319,141
gbdt,0.9426264086020129,+,0.7067062054330829,5,31.0,0.5748784515045534,0.9924672113595461,0.5034881618031081,13.320720171949658,23
gbdt,0.9392822163709755,+,0.5857063685768934,5,75.0,0.09522988541744098,0.610395582944725,0.9933642695709716,13.3216402376188,270
gbdt,0.9988836499842536,+,0.509456126162618,5,95.0,0.13689737737981955,0.4498079753332973,0.9483082970349379,13.3216471636327,266
gbdt,0.9309695000159101,+,0.6396397765024902,5,87.0,0.5045225351599947,0.4722895347146625,0.7856883575909105,13.321708638826877,148
gbdt,0.992897753873482,+,0.5213991824921893,5,67.0,0.8751449759489449,0.6545394132056004,0.7539540031877728,13.32175731559631,200
gbdt,0.9648902460063185,+,0.5628749166513882,5,51.0,0.46869921667180153,0.3220828510182785,0.7433584793635988,13.323776518268716,225
gbdt,0.9477193663182348,+,0.6358406593531386,5,92.0,0.563089433845035,0.9587249509770436,0.5042484068377858,13.324493874523917,22
gbdt,0.9627152231078985,+,0.5446954079476608,5,67.0,0.15970382097418848,0.4896748753590458,0.98787733074956,13.325215044684784,275
gbdt,0.9473658229811492,+,0.6814845508262753,5,87.0,0.5834950304112599,0.4039688100529849,0.7895621306564279,13.32617526128891,167
gbdt,0.9776259988971114,+,0.5426930212576547,5,91.0,0.5549601869285425,0.4037430327882421,0.6019595155975639,13.32688647611743,117
gbdt,0.9577679741959407,+,0.5365050419983712,5,86.0,0.5927875644159831,0.5971841303490131,0.9195222332632119,13.32709599668418,259
gbdt,0.9543475929335379,+,0.5979729767220042,5,71.0,0.4403426643912719,0.31516023076308586,0.6332882670970843,13.328327256839357,133
gbdt,0.9483691656650546,+,0.7685147383010286,5,37.0,0.5555246508148988,0.5726749396426414,0.8340423762211739,13.328342655131934,157
gbdt,0.9705666936975829,+,0.5483201584784374,5,39.0,0.2918876665054184,0.2768529221301157,0.8779674263297803,13.328781658936256,298
gbdt,0.9663078813249265,+,0.6752481064484044,5,66.0,0.7237698432726657,0.4323601233011261,0.9978890340581177,13.329529013625754,181
gbdt,0.9561666875739163,+,0.7722825390441177,5,95.0,0.06837179783654154,0.5085972069870919,0.9446731637000898,13.329744716469234,268
gbdt,0.919813578988657,+,0.7679139693556674,5,87.0,0.6866187949472091,0.750738307877433,0.7718397028309436,13.33066137493851,211
gbdt,0.9326338278665154,+,0.6488680646923607,5,92.0,0.5380184979096172,0.9918342586693044,0.5756733318364693,13.331655858458682,66
gbdt,0.9242307885551899,+,0.5543580722099687,5,84.0,0.3946695248165837,0.832376326198548,0.9723278925265669,13.334459164488004,96
gbdt,0.9348214143600637,+,0.589804186650359,5,92.0,0.5521320876376018,0.999499287493066,0.5713517650691988,13.336726886538171,21
gbdt,0.990870164062448,+,0.8509022019894856,5,45.0,0.46750914985309666,0.5446143802587426,0.9151264331247213,13.33688090247594,156
gbdt,0.9160230175866139,+,0.6946066276669044,5,92.0,0.9011893530465731,0.8602019631724387,0.5152952398309322,13.337450626601026,83
gbdt,0.9199421773677483,+,0.7197016600965047,5,46.0,0.08408890953711293,0.3196254041367534,0.9528750967805741,13.338244439435869,291
gbdt,0.9690874773786676,+,0.7978245473118251,5,87.0,0.6508123756538461,0.42257162159313527,0.7772484850644865,13.338277427711263,147
gbdt,0.9375132205265536,+,0.5714637979168337,5,41.0,0.6031847711840937,0.532446341607704,0.6616820890139073,13.338303762705314,210
gbdt,0.9310902556948667,+,0.5943004506211197,5,45.0,0.6512239091920045,0.8844006786077556,0.6122691648759301,13.339305865781515,69
gbdt,0.9464909220872365,+,0.5272662762143211,5,56.0,0.4631033782632874,0.08593805026565315,0.512118504710522,13.339919276011626,128
gbdt,0.9094191516576705,+,0.6967154980428598,5,51.0,0.5684252418094748,0.9743414658344314,0.5207794679375695,13.347738319493418,67
gbdt,0.9811244551318499,+,0.8539286695865335,5,76.0,0.8472632989267174,0.9323800297259596,0.5408716203238688,13.34903342202533,86
gbdt,0.9310905500336253,+,0.7994820235211351,5,62.0,0.17381280786433667,0.30501977928912294,0.9685486801389647,13.35202380058981,288
gbdt,0.9997318053328418,+,0.8904791782383057,5,50.0,0.5316340595528357,0.49190745269708924,0.8184687295665831,13.352326258307988,169
gbdt,0.9933105592351352,+,0.4751522582292115,5,97.0,0.15595668939985202,0.5102473289118667,0.5340213766578186,13.353910597465692,106
gbdt,0.9939210088517575,+,0.4561053091564476,5,64.0,0.12691317001818692,0.5149997591387001,0.9847486087871439,13.353984142381089,261
gbdt,0.8917136991811458,+,0.7394796076291312,5,48.0,0.833504438340291,0.22144495845203443,0.7270831163864547,13.354834048193313,195
gbdt,0.9527738766676283,+,0.5045239106624715,5,92.0,0.24031041635140615,0.9328360844556483,0.5240028885303154,13.355230724494245,74
gbdt,0.9995207525634748,+,0.4611856769277508,5,79.0,0.770246282322205,0.5501443504945167,0.5657725853186293,13.35565278096879,127
gbdt,0.8948211464176374,+,0.6177900961653892,5,98.0,0.9304878502189935,0.6354788331029608,0.9463453010485017,13.361531865997678,257
gbdt,0.9237946828438725,+,0.8259295615828665,5,38.0,0.19014391864372074,0.2884819241605626,0.9219232481608844,13.363633407706049,277
gbdt,0.9810017004615438,+,0.8617732512548746,5,35.0,0.1783703755153102,0.3784994176499144,0.9120894872735544,13.366787710124411,269
gbdt,0.988912157393726,+,0.9161089109313789,5,58.0,0.6639168975830546,0.4597199364724789,0.7384975095088584,13.366825881476348,149
gbdt,0.9082778056271212,+,0.5635356665689072,5,51.0,0.42031353163421536,0.5037652497236585,0.6870824355112811,13.367609045528669,152
gbdt,0.9918706677276622,+,0.8927016964652836,5,78.0,0.24305154658894715,0.2629444708629869,0.9997532467796304,13.369246100334136,290
gbdt,0.9092532950486181,+,0.7401421745028776,5,91.0,0.13096366571535253,0.24679754487675387,0.9554250099738361,13.369300680143908,281
gbdt,0.9334388058507334,+,0.48717762572607004,5,36.0,0.061688497468662104,0.5262741165522851,0.886329431417508,13.369356700778264,273
