feature,weight,std
TCVUSD,0.8756884781581974,0.0009420117359036201
Average_Tariff,0.31620854539858734,0.0005849327046753363
HS_Group_Name_Finished Goods,0.13115144217155933,0.0006981266321334988
Trade_Direction_Import,0.12474240421829799,0.0009604401389533286
HS_Group_Name_Raw Input,0.12439986632416719,0.0009072948053307761
cases_weekly,0.10812975291220908,0.0006458929291962965
deaths_weekly,0.08490683538500916,0.00032591378798027206
deaths_pctdelta,0.06969060551210904,0.0010580555730577248
Container_Type_Dry_True,0.05000557944476425,0.000534633864607326
State_Closure_EA_Diff,0.04719368550052645,0.00037947610687041964
cases_pctdelta,0.04411312873377231,0.00032059354327816463
HS_Group_Name_Edible with Processing,0.03950740371262429,0.0004131418684996493
Foreign_Country_Region_South Asia,0.03776644748841103,0.00039741247688574436
HS_Group_Name_Pharma,0.030687679654798662,0.00012531212165733585
Foreign_Country_Region_European Union,0.02803741238285231,0.00043563464917663054
Foreign_Country_Region_Other East Asia (not China),0.027149219610021258,0.0005719221783782232
Container_LCL/FCL_LCL,0.023051629665003116,0.00035929342912035677
Foreign_Country_Region_Southeast Asia,0.022006409572318607,0.00033286491232211026
Foreign_Country_Region_South America,0.01979291529047935,0.00019693521736014006
US_Port_Coastal_Region_Southeast,0.01677704833471001,0.000364892657949684
