feature,weight,std
TCVUSD,0.9147204369317089,0.001265331094230447
Average_Tariff,0.30299808282929463,0.0005300957949728332
Trade_Direction_Import,0.118480989134453,0.00027470714992598825
HS_Group_Name_Finished Goods,0.11596495458377958,0.0004826951597472216
HS_Group_Name_Raw Input,0.10172221806070839,0.00023826050195902945
Container_Type_Dry_True,0.060325727903501436,0.00019587441444638912
Foreign_Country_Region_South Asia,0.04709792660527694,0.00018370036319293595
State_Closure_EA_Diff,0.04665357274452928,0.0001895946895753078
HS_Group_Name_Edible with Processing,0.04655503565903514,0.0002597222133016257
Container_LCL/FCL_LCL,0.03255048357852266,0.00022496357543349695
HS_Group_Name_Pharma,0.03219067707942145,6.177407716745622e-05
Foreign_Country_Region_Other East Asia (not China),0.02960627053121547,0.00011791847060896719
Foreign_Country_Region_European Union,0.025526167336477345,0.00011404729883362394
US_Port_Coastal_Region_Northeast,0.02164204706134216,0.00011771571283115712
US_Port_Coastal_Region_Southeast,0.0181576738459444,8.313583414158916e-05
Foreign_Country_Region_North America,0.017895905627407328,9.73493227181362e-05
Foreign_Country_Region_Southeast Asia,0.017092524099614037,0.0001500092440095938
Foreign_Country_Region_South America,0.016781320172375123,6.943145493131084e-05
US_company_size,0.015405709405716662,0.00046075711924344905
US_Port_Coastal_Region_Northwest,0.01520600400992309,0.0001409616402431968
