feature,weight,std
TCVUSD,0.9542019404783654,0.0006251985827091065
Average_Tariff,0.5300378978335276,0.000626895035116113
Foreign_Country_Region_South Asia,0.1821473925091484,0.0002895157174695376
HS_Group_Name_Finished Goods,0.15355480722961365,0.0002464052740246054
HS_Group_Name_Raw Input,0.10078923864842404,0.0004027843542133853
Trade_Direction_Import,0.0974401087264185,0.00020729427585170913
Container_Type_Dry_True,0.06880629932861937,0.00030431658483583835
HS_Group_Name_Pharma,0.05763778578563916,0.00017107547415462986
State_Closure_EA_Diff,0.048611210833357864,0.00021339780387409098
Foreign_Country_Region_European Union,0.04374740837822606,0.00017569917176274078
HS_Group_Name_Edible with Processing,0.04138653546434927,4.9790285264245185e-05
Foreign_Country_Region_Other East Asia (not China),0.03527166768133576,0.00014733296443289405
Foreign_Country_Region_Southeast Asia,0.026428590881020543,0.0002630190321919892
Container_LCL/FCL_LCL,0.02410326197857384,0.0002753255177561642
Foreign_Country_Region_North America,0.02362144776647106,0.0001939592214264708
US_company_size,0.02219747847908784,0.0003303018295117671
US_Port_Coastal_Region_Northwest,0.021959615496803742,7.283745474967828e-05
Foreign_Country_Region_South America,0.021692612760150397,0.00019715239793300092
HS_Group_Name_Vices,0.02150671776460895,0.00010787833418755123
US_Port_Coastal_Region_Northeast,0.01910952731820261,9.595166301500973e-05
