feature,weight,std
TCVUSD,0.9480614409569726,0.0012438306647290203
Average_Tariff,0.5059754629079359,0.0007776125719534486
HS_Group_Name_Finished Goods,0.18934714426000002,0.0002424012553560386
HS_Group_Name_Raw Input,0.11867852303373347,0.00020799465826594775
Trade_Direction_Import,0.11824159869352639,0.00027597463101772474
Foreign_Country_Region_South Asia,0.10775214549376647,0.0007411431613007555
HS_Group_Name_Pharma,0.08960602493194599,0.0001112801912838791
Container_Type_Dry_True,0.04883053618510125,0.00023226203439012893
State_Closure_EA_Diff,0.04430336510424162,0.0004023461388219506
Foreign_Country_Region_Other East Asia (not China),0.04278768350264828,0.0003194156851680155
Foreign_Country_Region_Southeast Asia,0.04151452303793437,0.00022347552537267657
HS_Group_Name_Edible with Processing,0.039495904397970995,9.550450019604405e-05
Foreign_Country_Region_South America,0.0300401859279942,0.0002217878205405891
Foreign_Country_Region_North America,0.02622983229301168,0.00025383718207583865
Foreign_Country_Region_European Union,0.024550631698417535,0.00023275349818397152
Container_LCL/FCL_LCL,0.02306043513550484,0.00038285828099024504
US_Port_Coastal_Region_Northeast,0.0212856080071679,0.0002794906722567731
US_Port_Coastal_Region_Northwest,0.020530372102162887,0.00019900808895992447
US_Port_Coastal_Region_Southeast,0.02048906140979938,6.202041741818832e-05
US_Port_Coastal_Region_Southwest,0.018489450922262153,0.0001578711591213995
