boosting_type,colsample_bytree,force_col_wise,learning_rate,max_depth,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
gbdt,0.9872812998516881,+,0.6921420846917744,5,55.0,0.9721185883721459,0.2606289835518722,0.7802450442308843,13.39334523,189.0
gbdt,0.9450732930246973,+,0.6946610155230649,5,92.0,0.804335414090728,0.4178941924073373,0.515693955811841,13.40254075,146.0
gbdt,0.9309807102596528,+,0.6849543670209,5,32.0,0.8915168545957718,0.3387593590799835,0.7942987882284605,13.40438227,236.0
gbdt,0.9911653047086972,+,0.6841564469512086,5,68.0,0.9761865203047952,0.20410922495770653,0.7979311237547131,13.40542302,296.0
gbdt,0.9886172643793711,+,0.5896973572647654,5,35.0,0.798367957237136,0.3959950876833088,0.8104009442155075,13.40639706,266.0
gbdt,0.9883891914510141,+,0.5900525726560399,5,84.0,0.9990839425823572,0.399099392068213,0.7500392790649831,13.40791314,255.0
gbdt,0.9949598431642487,+,0.7658382201924031,5,32.0,0.8531513449862546,0.40644189989063395,0.757327859001731,13.4117089,280.0
gbdt,0.9985207563453328,+,0.6061606145496368,5,35.0,0.9155162433497237,0.4220131598459869,0.8442936524309155,13.41391226,269.0
gbdt,0.9750248384329826,+,0.7168812895049179,5,86.0,0.6788106089163137,0.24872471346532804,0.7039910782240865,13.41584895,181.0
gbdt,0.9353886078275705,+,0.6758699900537484,5,61.0,0.7393332930617161,0.4252825886418679,0.5239134838338323,13.4162574,148.0
gbdt,0.9395134918764013,+,0.7410514156427636,5,41.0,0.9132680604342847,0.5284229837487526,0.8660995998166559,13.4168926,289.0
gbdt,0.9721148987601702,+,0.7063795977130776,5,84.0,0.8968407084358407,0.3832592726941851,0.7415163595068801,13.41927619,258.0
gbdt,0.9797390629165431,+,0.5714637979168337,5,41.0,0.6424716123945243,0.41564675831620373,0.8155310143650212,13.42123899,210.0
gbdt,0.94701454658053,+,0.7372234775892628,5,31.0,0.6776793076616754,0.49604233001546927,0.5525297271016671,13.42627498,139.0
gbdt,0.9326338278665154,+,0.6488680646923607,5,92.0,0.5380184979096172,0.9918342586693044,0.5756733318364693,13.42659821,66.0
gbdt,0.9160230175866139,+,0.6946066276669044,5,92.0,0.9011893530465731,0.8602019631724387,0.5152952398309322,13.42689814,83.0
gbdt,0.9940312113719016,+,0.5503972912676802,5,63.0,0.9804023379993074,0.9093356047551889,0.9420592883397277,13.42701219,97.0
gbdt,0.9661821777790631,+,0.6214004660296354,5,64.0,0.9949388564520846,0.4280486796173878,0.7149069428410144,13.42727699,261.0
gbdt,0.9593779222790895,+,0.7775516767651169,5,86.0,0.9810621451514168,0.3557248113243414,0.7872823350514502,13.42938628,196.0
gbdt,0.931536816782013,+,0.7973993719697521,5,97.0,0.7194066814304712,0.4443287578350356,0.9998644539222071,13.4297366,167.0
gbdt,0.9712814295744986,+,0.7882798990314216,5,68.0,0.7726860595455529,0.22099086390262523,0.8471331167018777,13.43019177,297.0
gbdt,0.9531497754663927,+,0.6142379232538585,5,54.0,0.7668519258351224,0.4397000238028957,0.8313414434958732,13.43212506,205.0
gbdt,0.94025958353017,+,0.7701163127986761,5,98.0,0.9995019810130787,0.24817866441868844,0.8020832367488023,13.43295489,265.0
gbdt,0.9094191516576705,+,0.6967154980428598,5,51.0,0.5684252418094748,0.9743414658344314,0.5207794679375695,13.43355441,67.0
gbdt,0.9806900932637921,+,0.5696277801447581,5,34.0,0.7669533264035397,0.26016476952212725,0.7761499856453946,13.43536406,246.0
gbdt,0.9375801341187747,+,0.5767866019885991,5,59.0,0.8443790262136087,0.13349177417397728,0.5211369974739243,13.43558484,160.0
gbdt,0.8955230771784505,+,0.7202755712349541,5,61.0,0.9230950988327359,0.23225860046694452,0.5925267319332699,13.43568513,153.0
gbdt,0.9310902556948667,+,0.5943004506211197,5,45.0,0.6512239091920045,0.8844006786077556,0.6122691648759301,13.43615292,69.0
gbdt,0.9697257702807238,+,0.8499025095828213,5,49.0,0.7978657570129043,0.6039380282000537,0.7799080994408898,13.43807382,275.0
gbdt,0.9278628323788535,+,0.572832616055722,5,60.0,0.7297646747173432,0.4318389816544862,0.5300741083658606,13.43817199,149.0
gbdt,0.909584911261157,+,0.7555561900467341,5,90.0,0.7586778545981633,0.4723976234132617,0.5629243826067835,13.43877955,151.0
gbdt,0.9461406170039399,+,0.6238214066854552,5,50.0,0.7004577510773079,0.22766633094639635,0.8113520754183867,13.43950122,233.0
gbdt,0.9313471424706261,+,0.558729755198089,5,70.0,0.8768625947552305,0.3567966512174105,0.770419696458642,13.44242399,264.0
