boosting_type,feature_fraction,force_col_wise,learning_rate,max_depth,min_sum_hessian_in_leaf,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
gbdt,0.745210561390359,+,0.5193775031197213,8,0,175,0.048151422772483105,0.5866490604744934,0.3515676658387104,12.33606960963,223
gbdt,0.7744426056548128,+,0.5282405314434054,12,0,80,0.6585172062473948,0.5696186874166997,0.3885004333155172,12.342697551347625,147
gbdt,0.7854951020765262,+,0.34294787021229145,10,0,79,0.08465216938137166,0.3345173491887967,0.5780768449282823,12.348989763087149,45
gbdt,0.7989942369236419,+,0.20479300636841705,8,0,181,0.4145202086663558,0.03786546285196915,0.3321132537689859,12.357967987405424,135
gbdt,0.6839171273800858,+,0.15356007763351945,12,0,138,0.38391511905852993,0.2913474512251628,0.3494335305479089,12.370942490177592,101
gbdt,0.793891047367272,+,0.11246845722093911,12,0,146,0.4945292321575327,0.8173636479833608,0.342995376454343,12.37140543368101,62
gbdt,0.737136655195017,+,0.28889176999687766,11,0,79,0.2785007204357247,0.0791638314069085,0.5883158082177049,12.371910433437442,235
gbdt,0.7804845485760021,+,0.4051665447136613,13,0,55,0.5754940178236889,0.9415843741486085,0.6127223490054893,12.376520960048834,97
gbdt,0.6046223284493274,+,0.46524587589741806,10,0,120,0.33584237710622705,0.8064534215528681,0.44499161175314483,12.37671549030128,134
gbdt,0.7713951245304764,+,0.6822889030286801,13,0,173,0.005243431919392361,0.3504529523210728,0.6237835933784659,12.386330862039836,33
gbdt,0.7625303889284976,+,0.14740288061661688,12,0,114,0.19955656673125705,0.9147949042779613,0.35759934852157543,12.388388110611324,159
gbdt,0.7151093453479511,+,0.14032653007413043,12,0,133,0.43802918644092326,0.7995534416071729,0.9326964507546804,12.391929726111329,6
gbdt,0.7616255444875921,+,0.5283936744079827,12,0,67,0.6009724764680386,0.6318712456648402,0.41598991382229755,12.408180254516106,64
gbdt,0.7431264853671835,+,0.6372060514918777,12,0,106,0.4420700760514202,0.08817226329032156,0.7582341278423237,12.409625401670652,187
gbdt,0.7486649511448952,+,0.24058342126378637,13,0,74,0.45935376541753814,0.7402099181308176,0.3657291080936091,12.416451570906895,117
gbdt,0.7198307897823726,+,0.501886220336896,8,0,126,0.3196527223640132,0.5253484818432076,0.3346671525794249,12.420389023908372,163
gbdt,0.7137116270959359,+,0.6339197502488414,9,0,147,0.7986318493878058,0.32078462988905576,0.5115204762912023,12.437205513100476,99
gbdt,0.5320953561848395,+,0.1582927135814212,14,0,163,0.00392630785465603,0.24083443118283576,0.30105272741328204,12.459396206542564,140
gbdt,0.7706847523555935,+,0.6187600505315413,10,0,81,0.5128977567899028,0.5636144445767453,0.5021376049842656,12.464734550470023,72
gbdt,0.765240691375395,+,0.6938216389182458,13,0,137,0.6988051564813952,0.13736073429095785,0.6366593197638719,12.469949967792898,231
gbdt,0.7047016426202707,+,0.6407846208323934,14,0,87,0.5551668709238706,0.9730669920126817,0.5651965385279595,12.47133786852836,132
gbdt,0.7831949439487709,+,0.6398831383372103,12,0,67,0.3613889300775995,0.9269327724728194,0.4286987553783912,12.4727665948464,266
gbdt,0.792352754830756,+,0.5798023108007188,12,0,52,0.49634634553694623,0.4006207653101822,0.40824857703867723,12.493917439714949,148
gbdt,0.7424360755436407,+,0.22854237989125264,12,0,71,0.4650769687110615,0.2818719503218522,0.736838884769159,12.494851252277874,23
gbdt,0.7724288640603574,+,0.20565652047355307,12,0,71,0.5423928420900674,0.18963139096964757,0.5615619448794211,12.496871551242943,216
gbdt,0.6195367651740462,+,0.33080552844637706,9,0,96,0.21871095278549849,0.01773078128921781,0.8168146870713326,12.517421539556551,36
gbdt,0.7924027890360311,+,0.6659871452045142,12,0,61,0.727725743177325,0.41010395885331374,0.3283625505110847,12.524350415520365,2
gbdt,0.6979385154686926,+,0.0903160199554091,14,0,149,0.4781817686944737,0.009474617790047747,0.7368309145450218,12.530138107705284,42
gbdt,0.7768689307002383,+,0.07785529604599062,12,0,173,0.26916289158834367,0.8757572634085704,0.5487973103526247,12.53174725180746,198
gbdt,0.6390224147733735,+,0.4927191404727933,8,0,105,0.9015729003500188,0.4932802914856237,0.647638991251844,12.536484954286236,255
gbdt,0.5863076192349497,+,0.2986062848659469,14,0,76,0.14520684635191067,0.9953377673291242,0.4221231820492699,12.542369777988077,300
gbdt,0.7304616021522278,+,0.15746126630966156,13,0,85,0.4926717404061602,0.3691180915798484,0.9384485809667227,12.545223844169255,217
gbdt,0.7421483475112289,+,0.4143099264990379,9,0,64,0.6258566630576871,0.2556953583819005,0.6984124474473654,12.556777806993315,205
gbdt,0.7785388415283564,+,0.38434625069063466,10,0,53,0.07086153941286008,0.8004696393219163,0.4244068582184884,12.560290483392292,254
gbdt,0.7818445597868445,+,0.10705554046101988,9,0,176,0.865190957077546,0.5442596739848066,0.5462041376388211,12.560924535006416,237
gbdt,0.7514194570474898,+,0.737250643292924,12,0,147,0.12926700941749159,0.9456961478946557,0.5445952144860617,12.570866841000704,285
gbdt,0.7089886224293405,+,0.1008897363094794,11,0,151,0.31708493149224615,0.7648851576393045,0.5273109045157722,12.573630508267703,277
gbdt,0.692056770387496,+,0.06527017239522552,14,0,197,0.761066639038476,0.786857933619233,0.49359372392015594,12.577834640515295,112
gbdt,0.6860271811411582,+,0.7409883655615459,13,0,165,0.30487753480343016,0.717934796962526,0.9758960593707721,12.590627902627697,143
gbdt,0.7074639554369335,+,0.18624221217003206,12,0,77,0.25458215454519023,0.821530515477676,0.48809962578091615,12.597680808935332,229
gbdt,0.7897756213613127,+,0.29980511864769493,7,0,189,0.5192077082974328,0.6878996853433265,0.4627597124847331,12.613072219952732,203
gbdt,0.6724762136928994,+,0.4264271179881418,7,0,170,0.5533273433365155,0.49941876644673155,0.48950630541538515,12.633163247734451,186
gbdt,0.7459686254880645,+,0.31138163561816223,7,0,197,0.5255667659560865,0.6832597346639744,0.3464569781236104,12.635286607315072,276
gbdt,0.7750071428767621,+,0.13519902436261544,11,0,88,0.1343252692340792,0.8837273762936083,0.41601121788943474,12.639194828927405,71
gbdt,0.7810570296449011,+,0.10948322418427918,12,0,97,0.24783580015466253,0.3206841177033783,0.3130635648905395,12.64375889376185,298
gbdt,0.7312230166055012,+,0.5860787140277306,8,0,66,0.4321796261757441,0.07104156620554779,0.6912308050855009,12.645303893277635,32
gbdt,0.6992990003922691,+,0.7792893546307091,10,0,142,0.20884369473392334,0.8405448345073073,0.5042622955131345,12.655001511498789,238
gbdt,0.5638466674552589,+,0.694882661877015,8,0,182,0.647726361976151,0.7417118065970534,0.5078470475551544,12.65774841398764,299
gbdt,0.6470259670378876,+,0.17170430099540693,11,0,91,0.06854159782355113,0.19263802670199415,0.5368151187920832,12.657892782460976,94
gbdt,0.7255300048932647,+,0.7910598098250842,12,0,156,0.34754288993578564,0.9013828293602195,0.3060347402904575,12.659281054503188,270
gbdt,0.649535763052576,+,0.35719646135613636,14,0,50,0.5932596002657514,0.8978803373555615,0.4764003160398842,12.674421361992437,111
gbdt,0.7988973970153128,+,0.2730805917937927,11,0,45,0.3135227725982255,0.10843400292488209,0.5560240377353555,12.678270076532892,58
gbdt,0.6636137429745287,+,0.11285085789893365,10,0,135,0.24170770335189748,0.3194599053045951,0.34080036012436055,12.687669439333796,207
gbdt,0.709041787207899,+,0.7952156966317827,8,0,169,0.4565454083233891,0.61461665331388,0.4640126336112081,12.688339041838663,73
gbdt,0.7932831497395225,+,0.06586741861593373,12,0,154,0.676765465962118,0.28660618064065274,0.3887507916965861,12.690989631054654,241
gbdt,0.7990777132591436,+,0.4747606270550611,12,0,33,0.18513089863407167,0.23351473258407113,0.41577653665111935,12.70642912902614,236
gbdt,0.7735171539408129,+,0.1542515730093278,12,0,68,0.30560041869539933,0.9572027058991706,0.37644402033216406,12.711782462699691,265
gbdt,0.7278430809267735,+,0.07671094805668012,10,0,169,0.7496012603995608,0.6598042181195176,0.5448034775836391,12.718008023887238,88
gbdt,0.7135271705445826,+,0.7198968121327423,14,0,47,0.5383762799072562,0.7994423335606508,0.5230522995091484,12.721821818427784,113
gbdt,0.7711990242112495,+,0.2600984787705768,10,0,50,0.49400879267940767,0.6297764309668874,0.45730996913406297,12.722019840088828,280
gbdt,0.6944172680216075,+,0.19850021256326958,8,0,97,0.6482846782178118,0.722304765582868,0.5864624999808803,12.724953188947062,103
gbdt,0.6443878134313819,+,0.19124100542200792,14,0,65,0.5149941327643653,0.9319708323884633,0.5213941063636119,12.73014954828871,189
gbdt,0.7188761709827485,+,0.05659559587838782,14,0,185,0.7038130963133128,0.8262640739273731,0.43301792832745617,12.731594655223006,109
gbdt,0.7308510511895513,+,0.36481894204222676,8,0,55,0.27256802334124564,0.35527588145935945,0.5147944203860141,12.7316880554804,282
gbdt,0.6935324359138935,+,0.2762914589138427,12,0,46,0.24629092132967123,0.9923648209631956,0.48143609478443744,12.739908358902252,164
gbdt,0.7268209413070951,+,0.2334124456298417,7,0,153,0.5034940713076375,0.22046417658526243,0.5075977999301086,12.753584204697107,145
gbdt,0.6320704982215443,+,0.7901735949392268,10,0,187,0.4781977904703977,0.413171326037566,0.45233800575261685,12.760220023441676,190
gbdt,0.7051076181541075,+,0.834712948530319,11,0,144,0.42162541038645446,0.8571315621375664,0.4141970689189362,12.776899994364486,107
gbdt,0.7886472140940043,+,0.10595354080398273,12,0,83,0.5019116873762991,0.5081443022746024,0.3231676601661316,12.787853626510108,106
gbdt,0.6407385181088521,+,0.06050080519812994,14,0,178,0.28798635684836765,0.21277108655338145,0.9928652276486092,12.788378191296651,29
gbdt,0.7587648211668736,+,0.26223634936409007,10,0,44,0.4352382527101518,0.03459568350967229,0.5694969552212316,12.79082434051266,102
gbdt,0.7545264849893127,+,0.09824411637506623,8,0,193,0.7208927754537469,0.4277524885632981,0.33667440013246863,12.792052258564931,87
gbdt,0.7904879524457322,+,0.19314776766514868,7,0,134,0.5452474482327062,0.8195623452706026,0.6008879396461537,12.799342083491387,295
gbdt,0.7766790551181965,+,0.8399903555061451,12,0,57,0.17119350716346002,0.7911420928430232,0.3823512931975358,12.807059256777585,158
gbdt,0.7543629312700817,+,0.5969927008203227,12,0,30,0.19721410582668109,0.8060712370944898,0.3977276112946987,12.808473425928312,211
gbdt,0.7635037084872234,+,0.8587842666380014,12,0,88,0.3780132617429448,0.008266979346362724,0.8906445970192118,12.82358022519165,248
gbdt,0.7994622250791632,+,0.19342747876875319,14,0,44,0.44116332347156284,0.8053257819268712,0.4377616718037384,12.838978830536613,274
gbdt,0.7010748875955217,+,0.1296731100407676,13,0,70,0.6946896343853821,0.28813841028148135,0.9592212417517827,12.859434758597416,19
gbdt,0.7374569239196097,+,0.4070412622147049,7,0,54,0.4337905640709053,0.9566008559651318,0.77964838184019,12.873740573405412,219
gbdt,0.7256376127066325,+,0.12279248102037073,11,0,74,0.361113321575548,0.5254904690780344,0.43830458591490506,12.87826216202144,293
gbdt,0.7650490349953262,+,0.14126734397776888,9,0,76,0.3572995775145721,0.9405793650219229,0.754305721998281,12.888733064628363,119
gbdt,0.6567159311608605,+,0.17562399930499087,13,0,59,0.5818476268025047,0.5202565776552677,0.38389520846255054,12.888914027427978,202
gbdt,0.7308645508866893,+,0.7173046378703918,7,0,54,0.6413335050929263,0.12094167587219891,0.6584318576879956,12.892525247457424,40
gbdt,0.7226406497006855,+,0.18192299442812485,7,0,152,0.2982155362942648,0.8475662521418067,0.33049191240067743,12.89417123141321,69
gbdt,0.615789736621079,+,0.08648261960990274,9,0,162,0.3496382416529972,0.44987293317499927,0.48085424004834154,12.906859760697714,253
gbdt,0.689872382754578,+,0.1298142277842985,14,0,69,0.5750674746158952,0.6665350957912426,0.5568230163387032,12.920545019817888,249
gbdt,0.7995563332617315,+,0.906618520194893,14,0,117,0.3522308521783496,0.30759507815942344,0.6143690628723412,12.925030702150975,182
gbdt,0.6772493812544513,+,0.4281638052687211,7,0,51,0.4049331647854089,0.3351259493964528,0.45589238861822956,12.945597783702391,234
gbdt,0.7568561759969638,+,0.5767503969692169,6,0,149,0.3226538266944765,0.7328689716839882,0.43207556352372894,12.967078601620775,242
gbdt,0.7496812177062233,+,0.8986778779349998,12,0,125,0.5260057440682353,0.14838867966724817,0.7814568999910689,12.972036222069145,21
gbdt,0.7360645141809761,+,0.5559170792586489,6,0,193,0.24060026421477348,0.3054941682651895,0.5321312555973795,12.99142837584094,55
gbdt,0.7238353263354981,+,0.620444617642032,6,0,146,0.6116617388590092,0.40582892227860334,0.7138966738460226,12.99316146436476,226
gbdt,0.7367692578257055,+,0.10937453224239842,8,0,113,0.41666557375589847,0.374390358068016,0.5569117642836149,12.9990814673191,177
gbdt,0.6879684362740376,+,0.35134383318554785,8,0,40,0.28384915820909035,0.6431622111618769,0.44655437906650464,13.003489325801658,212
gbdt,0.7997181079683561,+,0.7478194058508878,6,0,140,0.3466537689509125,0.6547797864971524,0.46054917668749307,13.004053531734025,166
gbdt,0.5613358122534355,+,0.0632468677521588,12,0,167,0.2928138012575442,0.17284146322567873,0.6263321910146004,13.00685288810835,191
gbdt,0.745468301156473,+,0.15341317614175454,12,0,47,0.5838577117098422,0.19323789734988311,0.4907976840461986,13.034786916491866,296
gbdt,0.728290372009141,+,0.1254210422761519,13,0,56,0.6830056253322165,0.47768238821170034,0.39381314907054743,13.045449605912474,188
gbdt,0.7526478190303364,+,0.2897167441441255,7,0,45,0.46777605674649025,0.9368050077846749,0.3499620993270548,13.057795513440068,251
gbdt,0.7448087161239858,+,0.9565453844388483,10,0,98,0.28012739418485166,0.8875205998259531,0.4090172590628486,13.061939481502408,162
gbdt,0.7018081963200911,+,0.7158193290664994,6,0,178,0.4019771784029713,0.4462757210242643,0.5285571372300445,13.06357919065134,209
gbdt,0.7407429725094493,+,0.3750674422539204,6,0,158,0.22246884682845472,0.8807765812820668,0.5049576073513196,13.071961886226726,268
gbdt,0.5716143814717611,+,0.10276104047696441,11,0,102,0.7356687459440479,0.4545895323626356,0.554025959708299,13.078016650074169,138
gbdt,0.6831995159694498,+,0.11690891262705501,10,0,72,0.028141230734678113,0.6794747308540485,0.45519734321246674,13.08867986145322,121
gbdt,0.7771447981367197,+,0.8546193814248267,6,0,131,0.7328581987231391,0.7955658386364788,0.40418778221918805,13.092254045344154,286
gbdt,0.7501550777189478,+,0.9911582587792797,9,0,61,0.7424891584355165,0.9549766091137857,0.4741760907501777,13.093566561566584,193
gbdt,0.7616703326416414,+,0.2781013977341328,8,0,34,0.7689287753280805,0.01930958696727539,0.5053644479104854,13.108011466030709,194
gbdt,0.7999500068051079,+,0.9708100731957698,14,0,108,0.6170498959233298,0.432364083301886,0.36238297978690004,13.109331914079725,77
gbdt,0.7955506055649019,+,0.999608978219039,14,0,83,0.09666201309624861,0.8344331321725686,0.532029295536912,13.12001407437836,292
gbdt,0.7252402469248265,+,0.053869986649117685,12,0,116,0.6731401180567258,0.6605430341759602,0.31956282285596055,13.125156355552772,74
gbdt,0.793974509244417,+,0.12259744031210486,7,0,182,0.5176165008102792,0.5566497886885529,0.6498272747058065,13.131055769083638,100
gbdt,0.7770671257065529,+,0.9908813956784667,13,0,184,0.4605698394062681,0.8759094383356515,0.47823370296727474,13.151653321091072,275
gbdt,0.7494622550141591,+,0.21344644208885707,14,0,31,0.0978323445520888,0.8129419188587486,0.4190703130866328,13.15668321590607,160
gbdt,0.774610010982333,+,0.9837844537627258,14,0,132,0.5933127992824189,0.9108460254373335,0.3375116365910292,13.171146135137064,243
gbdt,0.5818536186062534,+,0.6956891807413917,6,0,122,0.4852752514643271,0.20540373494075648,0.532828363268422,13.1714232101644,181
gbdt,0.7088831963476057,+,0.13559985165541955,7,0,90,0.2507921471127075,0.7167764217602176,0.46381136588892236,13.17995425326979,84
gbdt,0.5153403661031155,+,0.32581367701603875,7,0,59,0.9200092264373162,0.5434030676903124,0.5268419875990615,13.181397840211735,9
gbdt,0.6384316347171987,+,0.9735721701767447,11,0,145,0.3506399572670752,0.12162262496547768,0.8165339784428818,13.184566186656111,27
gbdt,0.6167952459154094,+,0.15129612916357063,9,0,60,0.4043753689000502,0.2656041789893775,0.44355831586591066,13.198499991949044,44
gbdt,0.6684317285862532,+,0.08421406626720639,14,0,75,0.8387161890162945,0.9627601674318066,0.6654094283121943,13.202085533886851,110
gbdt,0.7872241381343302,+,0.1228335603126582,12,0,43,0.23368476518873832,0.6044754099326606,0.3266590116766234,13.207512654456544,156
gbdt,0.6369174888873235,+,0.9879950298915391,12,0,94,0.07986943940809399,0.3062881929571768,0.42245865355752804,13.229270646821329,142
gbdt,0.6273393798204417,+,0.9739720188688373,13,0,99,0.25366754995541513,0.08845092853787734,0.7149237467147375,13.23583198306362,48
gbdt,0.5573638681735846,+,0.07180987378037001,12,0,110,0.4842670575596948,0.8506476539086403,0.4299272171237764,13.23996625940355,80
gbdt,0.7801892708067618,+,0.0322372378933521,12,0,154,0.03665078850978404,0.7618406110750513,0.30228100901010746,13.241377643512314,63
gbdt,0.7339532838125633,+,0.9997484681219054,11,0,32,0.2655988770780131,0.6386236820459158,0.4752686725058053,13.257955021617468,98
gbdt,0.74077493922426,+,0.07656171325397795,12,0,72,0.3916865477629216,0.750487285433508,0.4860025434691208,13.264171144584054,287
gbdt,0.65877981896052,+,0.2992818647822699,6,0,199,0.9468295361561556,0.38702021511238155,0.3779009998427434,13.265099370925489,105
gbdt,0.751374966902222,+,0.24183916173568204,6,0,53,0.2777547242833187,0.6019937095674532,0.40721518458639006,13.292870602863088,76
gbdt,0.7825367028336143,+,0.09503435684358413,14,0,48,0.029343683935969034,0.547395356561076,0.35713866627606855,13.326023761073657,167
gbdt,0.7907515176636416,+,0.09175913160689501,10,0,58,0.17199576431805985,0.6242047581407724,0.31915108697170347,13.329944772298212,222
gbdt,0.7533114143507492,+,0.03900943141444716,14,0,115,0.8782841527043712,0.7639944056368464,0.3889440492691006,13.334141785446333,115
gbdt,0.7196601341858552,+,0.07537784125424253,12,0,69,0.39502222873422815,0.3762557645506615,0.4830717618431031,13.35582257825215,56
gbdt,0.7301886594361678,+,0.20604659181907284,6,0,89,0.26863280800950007,0.20472261692180693,0.7336948620694478,13.3783611184479,34
gbdt,0.7928722179365214,+,0.13871071064352203,9,0,32,0.5588217982187021,0.7312230170631747,0.49753299273272206,13.51779248129114,279
gbdt,0.501231597367662,+,0.05580063204583411,12,0,107,0.4522934131043942,0.4771328111556255,0.3788543773341218,13.578375325286304,232
gbdt,0.7200902382859471,+,0.690909641228934,5,0,91,0.63451994017951,0.7068917469597648,0.40375816133126374,13.592151561485148,256
gbdt,0.7436305634497735,+,0.5396066465105017,5,0,42,0.2955167506725413,0.6966365047560947,0.4421829026643541,13.595271625211756,104
